id,customer_id,product_id,total,status
132,207,33,825.8,completed
133,278,30,416.18,completed
134,266,24,624.52,pending
135,227,49,56.35,completed
136,282,9,928.03,pending
137,249,8,33.73,cancelled
138,123,46,162.59,cancelled
139,8,36,410.95,completed
140,59,30,947.33,completed
141,256,46,295.4,completed
142,213,31,980.34,completed
143,234,36,148.92,completed
144,261,48,879.93,completed
145,142,50,791.06,pending
146,175,33,270.84,completed
147,145,47,302.06,cancelled
148,297,43,492.19,completed
149,229,35,486.92,completed
150,283,49,545.71,pending
151,165,13,980.87,completed
152,293,25,237.39,pending
153,23,21,745.98,pending
154,198,43,793.43,completed
155,254,3,130.62,cancelled
156,170,7,874.82,pending
157,52,34,910.89,completed
158,74,27,871.58,completed
159,39,31,782.62,completed
160,174,40,694.24,completed
161,169,44,860.05,pending
162,163,41,720.12,pending
163,278,3,619.37,completed
164,148,15,748.03,pending
165,51,49,635.58,completed
166,228,11,695.53,completed
167,24,21,797.16,completed
168,184,24,433.53,completed
169,272,27,568.1,completed
170,88,12,83.57,pending
171,124,32,913.26,completed
172,119,30,639.72,pending
173,131,43,14.35,pending
174,148,44,548.87,completed
175,227,23,987.71,completed
176,218,45,253.85,completed
177,102,25,854.07,completed
178,122,25,574.06,cancelled
179,152,45,298.75,pending
180,141,1,568.1,completed
181,255,19,776.86,completed
182,181,15,638.43,cancelled
183,129,44,756.8,completed
184,50,41,648.11,completed
185,226,3,581.68,completed
186,47,19,330.09,pending
187,90,13,136.5,cancelled
188,188,34,504.29,completed
189,85,17,914.48,pending
190,152,48,871.04,completed
191,240,5,145.05,completed
192,204,36,368.95,pending
193,8,17,538.89,pending
194,189,44,750.27,completed
195,300,25,823.31,completed
196,56,44,237.65,completed
197,288,21,915.68,completed
198,33,41,824.74,completed
199,210,8,144.08,completed
200,156,32,120.54,completed
201,276,9,391.7,completed
202,277,27,589.4,completed
203,213,42,103.53,pending
204,209,18,37.55,completed
205,112,29,447.47,completed
206,186,7,981.02,completed
207,279,42,361.88,pending
208,142,13,968.37,pending
209,47,43,216.05,cancelled
210,11,4,787.86,completed
211,65,37,209.18,cancelled
212,107,38,219.87,completed
213,169,50,151.82,cancelled
214,2,18,859.11,completed
215,67,35,254.4,completed
216,57,43,867.12,completed
217,8,23,791.03,completed
218,166,2,178.37,completed
219,65,48,423.86,completed
220,33,31,451.03,completed
221,263,38,113.51,cancelled
222,114,40,48.15,cancelled
223,155,30,645.12,completed
224,32,31,848.06,pending
225,56,32,713.84,pending
226,38,6,325.5,completed
227,34,9,278.64,cancelled
228,281,46,328.56,cancelled
229,272,19,456.45,cancelled
230,221,7,794.13,completed
231,283,47,866.16,pending
232,232,15,416.74,pending
233,205,27,730.96,completed
234,219,21,666.78,completed
235,79,44,923.37,completed
236,47,6,97.76,completed
237,191,9,558.59,cancelled
238,288,36,333.0,completed
239,211,23,874.24,pending
240,27,19,602.41,completed
241,54,37,509.88,completed
242,247,15,848.04,completed
243,285,24,119.31,completed
244,294,15,808.19,cancelled
245,286,2,610.95,completed
246,15,12,276.9,completed
247,174,23,11.08,completed
248,290,43,403.78,completed
249,16,6,747.38,completed
250,193,27,456.38,completed
251,190,20,722.99,cancelled
252,44,4,159.8,cancelled
253,26,44,86.17,pending
254,218,32,609.04,pending
255,140,14,756.17,completed
256,177,28,115.34,cancelled
257,250,34,668.8,completed
258,113,26,984.52,completed
259,4,14,304.91,completed
260,71,49,259.24,completed
261,62,1,499.9,pending
262,90,9,383.31,completed
263,257,36,834.19,completed
264,37,26,862.46,completed
265,224,2,462.46,completed
266,161,37,432.14,pending
267,214,19,119.6,completed
268,167,11,802.32,cancelled
269,236,45,920.17,completed
270,224,7,247.1,cancelled
271,206,34,83.25,completed
272,174,15,336.4,completed
273,40,33,635.06,cancelled
274,262,13,906.39,completed
275,180,47,958.43,completed
276,121,7,150.71,completed
277,89,39,157.11,completed
278,91,50,629.81,pending
279,289,49,581.57,cancelled
280,166,41,319.56,pending
281,35,31,445.0,completed
282,141,38,60.89,cancelled
283,38,20,464.43,completed
284,30,24,832.54,completed
285,47,40,596.11,pending
286,237,38,556.54,completed
287,231,37,653.58,completed
288,244,33,155.11,completed
289,231,7,811.91,completed
290,44,33,647.9,completed
291,127,46,440.57,pending
292,269,34,611.76,completed
293,191,19,390.48,completed
294,27,41,649.07,completed
295,169,7,560.17,pending
296,146,17,725.11,cancelled
297,77,22,86.09,completed
298,180,20,967.86,pending
299,67,39,710.29,completed
300,159,36,379.8,completed
301,66,43,704.32,cancelled
302,48,42,672.1,cancelled
303,186,2,365.78,completed
304,110,22,947.93,pending
305,99,15,999.98,completed
306,40,19,845.21,completed
307,260,50,542.07,cancelled
308,20,43,340.08,cancelled
309,68,39,379.84,completed
310,93,45,772.24,completed
311,225,3,413.8,completed
312,228,40,288.5,pending
313,120,35,242.97,pending
314,100,24,679.92,cancelled
315,226,30,770.59,pending
316,258,34,421.57,completed
317,103,39,142.71,completed
318,27,42,483.19,completed
319,284,7,712.84,cancelled
320,64,19,88.46,completed
321,140,29,905.78,completed
322,224,6,946.68,completed
323,231,23,930.82,pending
324,28,26,504.5,completed
325,198,6,378.04,completed
326,164,7,839.98,completed
327,75,9,43.11,pending
328,72,49,707.01,pending
329,3,6,23.91,completed
330,77,36,940.52,cancelled
331,271,28,115.63,completed
332,122,20,126.24,completed
333,215,41,794.93,pending
334,33,8,837.5,pending
335,275,2,633.8,cancelled
336,124,46,147.86,pending
337,1,40,356.05,cancelled
338,214,12,666.05,completed
339,269,24,72.34,cancelled
340,279,33,787.48,cancelled
341,284,2,393.5,pending
342,23,41,389.95,completed
343,130,48,21.16,completed
344,177,16,734.28,completed
345,298,48,757.9,completed
346,23,23,548.28,completed
347,238,45,481.14,completed
348,70,5,717.46,pending
349,19,19,205.58,completed
350,22,21,933.7,cancelled
351,204,35,476.03,completed
352,98,19,360.19,completed
353,170,18,128.85,completed
354,224,26,744.59,pending
355,174,12,498.72,pending
356,189,34,270.39,completed
357,218,6,433.45,completed
358,280,19,324.61,completed
359,168,43,299.16,pending
360,219,11,691.32,completed
361,229,3,728.18,completed
362,223,18,641.27,completed
363,39,43,639.32,completed
364,263,48,681.01,completed
365,74,39,679.7,pending
366,18,9,71.9,completed
367,186,25,949.72,completed
368,79,44,452.67,completed
369,191,29,764.27,cancelled
370,71,34,370.12,completed
371,143,16,960.72,completed
372,96,32,520.16,cancelled
373,61,17,776.09,pending
374,110,40,289.15,pending
375,103,8,140.05,completed
376,232,12,899.19,pending
377,45,44,967.72,completed
378,178,46,69.61,cancelled
379,149,20,852.11,completed
380,186,33,228.12,completed
381,72,16,791.42,completed
382,185,36,574.42,pending
383,283,9,613.89,completed
384,34,20,401.17,pending
385,270,27,770.32,cancelled
386,38,9,972.52,completed
387,231,30,681.71,completed
388,66,50,553.55,cancelled
389,94,50,966.43,pending
390,258,4,832.23,cancelled
391,79,20,168.83,completed
392,116,23,947.75,cancelled
393,146,6,254.35,cancelled
394,141,9,626.9,cancelled
395,274,6,505.06,completed
396,298,10,175.34,cancelled
397,173,37,45.99,completed
398,42,3,948.8,cancelled
399,136,42,214.75,cancelled
400,214,40,640.8,pending
401,280,19,643.7,completed
402,248,16,805.66,pending
403,153,30,77.61,completed
404,81,29,418.54,pending
405,105,22,608.63,completed
406,164,47,988.08,completed
407,205,9,761.86,cancelled
408,288,7,322.52,pending
409,63,18,452.35,completed
410,50,4,293.76,pending
411,215,16,962.87,completed
412,168,37,722.52,completed
413,82,32,995.99,pending
414,256,20,499.88,completed
415,202,33,459.94,completed
416,111,38,356.13,completed
417,145,32,599.53,pending
418,147,35,13.14,completed
419,221,9,883.04,completed
420,207,24,50.02,completed
421,292,36,198.68,cancelled
422,148,5,389.42,pending
423,282,18,826.18,cancelled
424,61,9,975.21,pending
425,192,22,560.04,completed
426,74,13,604.45,pending
427,257,3,50.08,completed
428,171,31,521.74,completed
429,264,9,331.33,cancelled
430,164,11,395.99,cancelled
431,154,38,339.69,cancelled
432,273,32,710.2,completed
433,244,2,371.52,completed
434,214,38,311.14,completed
435,243,17,967.24,cancelled
436,296,15,722.79,cancelled
437,246,11,526.61,cancelled
438,195,10,822.55,completed
439,17,37,948.46,completed
440,98,2,443.83,pending
441,78,27,692.05,pending
442,257,50,613.42,pending
443,32,46,142.39,completed
444,288,21,998.13,pending
445,270,25,317.18,completed
446,236,35,345.62,completed
447,136,40,486.76,completed
448,143,36,302.01,completed
449,148,46,211.24,pending
450,163,31,352.06,completed
451,148,8,575.61,cancelled
452,195,26,819.29,completed
453,149,3,291.19,completed
454,178,29,657.69,pending
455,110,13,828.81,completed
456,288,45,275.26,completed
457,123,16,55.51,cancelled
458,116,41,236.67,completed
459,212,22,718.77,completed
460,71,1,964.7,completed
461,209,42,935.36,pending
462,245,42,203.46,completed
463,165,19,647.67,completed
464,294,15,537.48,completed
465,90,27,882.83,completed
466,19,26,789.02,completed
467,149,3,14.22,cancelled
468,55,22,288.14,cancelled
469,269,32,889.81,completed
470,259,30,276.47,completed
471,170,11,732.46,completed
472,96,1,737.93,completed
473,291,44,758.5,completed
474,208,28,517.7,completed
475,206,43,99.91,completed
476,245,21,936.15,completed
477,134,25,239.34,completed
478,169,20,584.55,cancelled
479,6,17,655.41,completed
480,32,43,122.63,completed
481,82,26,687.64,completed
482,61,41,916.55,completed
483,189,40,224.74,completed
484,245,10,457.7,cancelled
485,192,27,703.43,pending
486,276,43,826.48,completed
487,42,34,449.51,completed
488,40,37,116.65,cancelled
489,259,13,574.84,completed
490,85,21,855.21,pending
491,60,44,209.37,cancelled
492,251,6,899.39,pending
493,29,30,136.28,pending
494,234,37,62.45,pending
495,158,47,26.66,completed
496,2,48,221.81,completed
497,24,28,347.81,completed
498,278,4,934.91,completed
499,242,3,290.66,completed
500,70,50,643.32,pending
501,192,25,451.29,pending
502,193,6,684.32,cancelled
503,69,42,860.99,completed
504,92,35,396.09,completed
505,115,1,757.4,completed
506,238,44,720.5,pending
507,273,25,824.24,completed
508,236,23,159.35,completed
509,58,3,810.43,pending
510,9,16,210.05,completed
511,18,29,599.8,completed
512,126,48,49.02,pending
513,120,35,221.18,completed
514,72,33,993.52,completed
515,295,21,579.59,completed
516,122,20,876.88,cancelled
517,114,27,304.0,completed
518,286,38,880.32,completed
519,219,36,498.14,completed
520,196,34,322.14,pending
521,210,10,303.39,completed
522,276,31,244.76,completed
523,154,46,148.63,pending
524,30,36,415.61,pending
525,286,34,138.42,completed
526,131,14,333.61,completed
527,231,24,97.0,completed
528,27,18,380.28,cancelled
529,21,5,192.22,cancelled
530,287,14,482.0,completed
531,156,1,215.75,completed
532,61,48,999.57,pending
533,125,45,606.38,completed
534,204,16,554.32,completed
535,195,30,535.98,completed
536,158,17,362.85,pending
537,239,7,803.8,pending
538,164,14,373.85,pending
539,24,37,864.76,completed
540,9,17,555.55,cancelled
541,297,47,420.49,completed
542,101,22,233.87,cancelled
543,126,32,552.89,completed
544,132,49,822.48,pending
545,236,11,734.11,completed
546,87,9,721.71,pending
547,95,35,990.37,completed
548,269,3,839.87,completed
549,25,49,11.35,completed
550,119,5,708.63,completed
551,112,33,458.73,completed
552,248,43,490.42,completed
553,273,36,414.28,completed
554,272,47,278.37,completed
555,9,33,814.09,pending
556,92,7,918.46,cancelled
557,77,16,195.97,cancelled
558,130,23,270.99,pending
559,41,24,959.5,pending
560,290,16,990.28,completed
561,154,44,828.92,completed
562,17,6,408.25,pending
563,283,31,60.83,completed
564,88,6,502.36,pending
565,170,37,977.44,completed
566,271,3,233.62,cancelled
567,244,18,51.33,completed
568,144,35,565.69,completed
569,92,21,20.58,completed
570,74,49,821.59,pending
571,40,20,166.64,completed
572,291,25,678.65,cancelled
573,170,25,756.83,completed
574,41,33,746.73,completed
575,28,7,439.9,completed
576,175,39,770.16,cancelled
577,204,50,329.74,completed
578,231,32,232.0,cancelled
579,193,28,189.81,cancelled
580,195,6,773.31,completed
581,127,46,78.14,completed
582,79,25,713.12,completed
583,200,21,363.9,completed
584,3,20,447.51,completed
585,53,9,91.86,pending
586,230,36,556.97,pending
587,53,2,94.17,cancelled
588,48,39,600.05,completed
589,198,1,295.39,pending
590,44,47,901.63,completed
591,293,34,173.74,pending
592,87,9,272.57,completed
593,253,10,67.95,pending
594,142,27,303.25,completed
595,185,17,944.5,pending
596,101,30,111.44,completed
597,4,26,335.56,cancelled
598,195,22,443.02,pending
599,70,20,324.06,completed
600,246,21,181.75,pending
601,164,19,736.2,pending
602,295,16,329.26,completed
603,202,24,118.32,cancelled
604,103,38,997.28,completed
605,282,2,953.24,pending
606,108,29,798.7,completed
607,210,44,501.81,completed
608,124,17,660.37,pending
609,194,5,451.82,cancelled
610,246,38,403.8,cancelled
611,215,35,41.58,completed
612,275,39,639.99,completed
613,56,50,251.99,completed
614,86,42,614.61,cancelled
615,205,49,334.94,pending
616,55,1,103.11,completed
617,262,48,521.2,cancelled
618,295,15,448.55,pending
619,238,50,681.16,cancelled
620,78,23,997.71,pending
621,54,19,418.9,completed
622,60,47,145.97,completed
623,176,30,785.35,cancelled
624,248,23,478.78,pending
625,232,21,71.84,completed
626,59,2,849.93,completed
627,85,48,247.69,completed
628,283,11,334.33,pending
629,237,15,798.77,completed
630,96,41,659.02,pending
631,15,48,616.04,completed
632,231,38,432.41,completed
633,110,14,281.95,completed
634,296,7,800.5,cancelled
635,96,24,329.35,pending
636,59,17,672.35,pending
637,271,41,316.84,pending
638,201,38,118.66,completed
639,235,40,176.66,completed
640,44,44,138.28,completed
641,123,20,121.36,completed
642,73,33,391.52,cancelled
643,71,37,386.79,completed
644,250,41,539.69,completed
645,285,11,492.19,completed
646,96,21,842.78,cancelled
647,28,23,952.08,pending
648,70,13,816.14,cancelled
649,259,42,497.49,pending
650,213,46,840.69,pending
651,86,6,567.57,completed
652,150,3,278.48,cancelled
653,148,11,781.84,cancelled
654,254,36,513.25,cancelled
655,59,18,776.24,completed
656,278,49,46.4,pending
657,280,14,989.83,completed
658,127,20,875.44,completed
659,231,17,351.83,completed
660,225,8,776.75,completed
661,108,48,589.98,completed
662,220,11,618.07,completed
663,106,4,572.22,cancelled
664,144,39,541.07,completed
665,150,19,574.87,cancelled
666,49,9,962.96,pending
667,31,18,867.71,completed
668,68,16,150.51,completed
669,127,49,844.34,pending
670,251,10,579.54,completed
671,213,25,454.73,completed
672,207,33,751.05,completed
673,233,32,330.65,completed
674,48,47,972.29,completed
675,33,35,400.73,pending
676,109,32,272.19,completed
677,173,36,580.04,cancelled
678,249,22,894.68,completed
679,24,7,628.05,pending
680,9,8,929.79,completed
681,226,30,5.67,pending
682,104,45,909.86,completed
683,82,18,97.87,completed
684,129,6,374.98,completed
685,27,26,627.48,completed
686,220,42,95.74,completed
687,1,14,479.42,completed
688,116,34,681.58,completed
689,5,45,346.86,completed
690,217,45,136.51,completed
691,118,25,93.88,completed
692,53,21,370.72,completed
693,71,25,774.59,completed
694,74,5,532.86,completed
695,85,29,354.43,completed
696,78,27,618.0,pending
697,112,6,897.11,completed
698,64,38,731.36,completed
699,220,21,792.12,completed
700,142,42,88.83,cancelled
701,146,50,941.57,completed
702,155,14,520.16,cancelled
703,97,48,394.79,completed
704,123,32,388.96,completed
705,256,41,595.96,cancelled
706,7,24,934.25,completed
707,199,37,423.76,cancelled
708,89,49,473.66,completed
709,9,38,72.19,completed
710,111,3,922.97,pending
711,260,19,630.43,cancelled
712,213,28,703.3,completed
713,275,35,617.97,completed
714,43,20,83.63,completed
715,80,35,330.12,cancelled
716,34,20,700.18,completed
717,30,16,90.78,pending
718,60,30,614.24,completed
719,159,43,742.99,completed
720,62,1,709.36,completed
721,84,32,953.25,cancelled
722,265,47,262.95,completed
723,65,48,782.22,completed
724,61,50,900.4,completed
725,220,18,526.23,completed
726,296,41,81.68,pending
727,262,24,60.16,cancelled
728,86,24,161.52,completed
729,294,44,724.16,completed
730,261,1,48.82,completed
731,126,3,474.41,pending
732,77,12,931.5,completed
733,284,46,741.96,pending
734,115,21,252.02,completed
735,139,5,573.68,completed
736,258,44,902.43,completed
737,115,34,981.51,pending
738,36,30,866.7,completed
739,168,6,555.33,completed
740,189,13,295.14,completed
741,125,30,371.43,pending
742,101,47,900.94,completed
743,78,1,932.74,completed
744,120,35,349.69,completed
745,172,1,760.13,pending
746,158,7,209.17,completed
747,215,32,961.38,completed
748,144,6,48.68,completed
749,267,27,702.34,completed
750,235,48,89.48,completed
751,259,9,639.03,pending
752,39,38,569.98,pending
753,67,16,295.22,completed
754,202,45,832.74,completed
755,163,29,275.6,completed
756,104,9,781.04,cancelled
757,56,10,110.13,pending
758,239,21,409.48,cancelled
759,184,50,211.6,completed
760,238,17,853.22,completed
761,81,44,307.69,cancelled
762,21,14,836.75,completed
763,76,6,712.6,completed
764,203,33,53.71,completed
765,134,12,35.93,pending
766,232,36,749.34,completed
767,49,30,106.4,completed
768,63,1,66.36,completed
769,67,13,824.56,completed
770,44,38,588.19,completed
771,12,5,201.76,pending
772,66,6,905.55,completed
773,63,3,942.57,completed
774,87,37,435.99,pending
775,255,2,385.82,pending
776,89,23,218.64,completed
777,141,18,448.78,completed
778,18,40,621.08,completed
779,152,32,414.93,cancelled
780,246,4,92.28,pending
781,71,27,203.46,cancelled
782,128,41,994.12,cancelled
783,10,25,783.01,completed
784,246,35,782.53,completed
785,290,33,325.0,completed
786,93,2,322.28,completed
787,16,50,284.53,pending
788,272,23,768.01,completed
789,82,7,251.62,completed
790,137,35,817.2,completed
791,113,37,847.27,pending
792,182,12,180.22,cancelled
793,163,48,699.14,cancelled
794,15,46,702.06,cancelled
795,289,10,565.29,completed
796,253,35,312.51,pending
797,20,6,60.89,cancelled
798,113,2,528.82,completed
799,170,40,205.46,completed
800,175,46,181.57,completed
801,31,2,151.97,completed
802,57,34,861.37,completed
803,192,46,942.21,pending
804,52,22,305.26,completed
805,81,47,948.95,pending
806,163,12,708.65,cancelled
807,183,15,667.2,completed
808,194,20,735.32,completed
809,66,12,730.19,cancelled
810,201,50,965.36,completed
811,94,39,321.63,cancelled
812,114,41,567.72,pending
813,73,22,746.62,completed
814,178,21,172.05,completed
815,172,29,16.34,completed
816,128,45,72.46,completed
817,56,47,6.27,pending
818,225,47,422.55,completed
819,212,32,882.36,completed
820,280,25,105.92,pending
821,296,42,759.45,completed
822,84,29,78.34,completed
823,151,2,322.12,completed
824,38,22,174.25,pending
825,83,47,79.63,completed
826,174,39,985.35,pending
827,16,28,942.73,completed
828,223,11,58.29,completed
829,106,13,412.23,cancelled
830,277,17,662.29,completed
831,122,7,54.39,cancelled
832,282,32,157.82,completed
833,2,28,92.19,cancelled
834,246,13,101.5,completed
835,88,41,295.35,completed
836,243,8,311.81,pending
837,242,32,895.4,completed
838,47,42,546.41,completed
839,190,25,372.55,pending
840,23,17,442.54,completed
841,116,18,566.43,completed
842,50,6,669.8,cancelled
843,212,49,591.78,cancelled
844,32,25,819.31,pending
845,275,44,867.56,pending
846,294,16,478.88,completed
847,203,46,39.55,cancelled
848,265,37,679.15,cancelled
849,76,8,949.51,pending
850,89,11,972.3,completed
851,65,3,426.26,pending
852,104,41,152.14,cancelled
853,133,21,911.25,completed
854,45,25,558.58,cancelled
855,167,18,522.09,completed
856,268,27,116.96,completed
857,76,37,589.99,completed
858,55,37,780.65,completed
859,275,23,878.5,completed
860,197,42,488.16,cancelled
861,243,3,176.34,pending
862,74,40,610.61,pending
863,20,26,890.13,completed
864,122,4,747.02,completed
865,191,2,341.18,completed
866,160,18,843.63,completed
867,117,9,303.98,pending
868,165,18,730.16,cancelled
869,46,13,444.51,pending
870,249,49,518.92,completed
871,29,33,792.53,completed
872,160,46,509.26,completed
873,269,37,33.8,completed
874,103,4,253.24,pending
875,26,24,706.11,completed
876,189,30,507.6,completed
877,16,16,375.6,cancelled
878,229,12,960.72,pending
879,283,23,347.53,completed
880,47,19,32.31,completed
881,84,37,780.93,completed
882,114,42,228.99,completed
883,138,42,412.46,completed
884,5,31,911.96,completed
885,5,15,256.13,completed
886,141,28,896.01,completed
887,236,17,222.12,completed
888,267,40,400.17,completed
889,4,33,999.43,completed
890,288,42,595.8,completed
891,153,44,112.56,completed
892,173,18,642.39,completed
893,134,42,712.54,completed
894,97,10,519.71,completed
895,30,39,407.08,completed
896,72,47,30.33,pending
897,152,17,907.38,pending
898,199,48,40.14,cancelled
899,98,22,727.92,completed
900,274,41,785.97,completed
901,260,20,846.19,cancelled
902,93,19,102.12,completed
903,133,47,809.3,completed
904,172,42,93.85,completed
905,115,48,872.08,pending
906,170,24,264.26,completed
907,238,8,473.18,cancelled
908,298,40,75.86,completed
909,257,8,868.16,pending
910,272,20,416.04,completed
911,71,13,345.96,cancelled
912,235,10,319.8,completed
913,42,32,335.97,completed
914,161,41,62.72,pending
915,141,14,762.39,completed
916,296,49,162.64,completed
917,67,40,436.54,pending
918,207,28,965.5,pending
919,3,3,536.11,completed
920,8,21,758.06,cancelled
921,98,2,678.36,completed
922,116,45,877.6,completed
923,67,7,386.63,cancelled
924,157,11,69.96,completed
925,153,19,458.65,cancelled
926,269,22,436.5,completed
927,176,32,362.45,completed
928,85,26,24.03,completed
929,68,14,735.41,cancelled
930,259,11,127.55,completed
931,193,41,259.51,cancelled
932,25,39,994.71,completed
933,11,4,691.3,pending
934,228,25,127.98,completed
935,243,45,157.36,completed
936,155,27,663.36,cancelled
937,139,40,607.61,completed
938,215,7,514.03,cancelled
939,61,19,118.44,completed
940,255,13,610.96,completed
941,268,13,361.13,pending
942,152,11,44.21,pending
943,107,45,933.46,completed
944,121,1,17.69,completed
945,57,37,670.68,completed
946,47,50,514.15,completed
947,132,42,235.0,completed
948,136,30,54.83,completed
949,21,19,363.41,completed
950,219,48,120.32,completed
951,5,9,665.04,completed
952,169,23,895.05,cancelled
953,138,47,97.49,completed
954,94,8,403.77,pending
955,140,25,691.45,pending
956,216,42,886.69,completed
957,58,9,697.69,completed
958,82,7,418.95,cancelled
959,248,37,680.0,completed
960,195,50,361.81,completed
961,67,31,920.8,completed
962,211,29,50.74,completed
963,161,1,706.05,cancelled
964,296,47,567.19,completed
965,266,34,689.8,cancelled
966,49,28,663.4,completed
967,247,23,665.39,pending
968,77,36,892.6,cancelled
969,28,1,645.18,completed
970,259,31,852.61,completed
971,39,49,494.19,completed
972,170,18,55.1,completed
973,282,42,381.74,completed
974,41,30,446.97,cancelled
975,230,6,857.31,pending
976,162,8,980.77,completed
977,53,26,415.28,cancelled
978,282,1,826.78,cancelled
979,156,33,564.52,pending
980,175,24,826.18,completed
981,233,22,562.35,cancelled
982,243,46,658.88,pending
983,59,7,760.52,completed
984,2,22,358.36,completed
985,281,34,377.02,completed
986,24,11,494.96,pending
987,55,17,612.8,completed
988,62,26,219.51,completed
989,174,7,758.36,completed
990,64,50,892.3,pending
991,259,9,964.04,completed
992,272,48,53.33,pending
993,300,31,924.75,completed
994,297,12,731.84,completed
995,54,25,659.23,cancelled
996,165,33,881.98,pending
997,128,18,400.88,completed
998,151,29,805.77,completed
999,212,39,701.51,cancelled
1000,154,45,550.07,completed
1001,284,41,221.26,completed
1002,149,44,348.57,completed
1003,92,33,544.78,completed
1004,60,49,355.48,pending
1005,299,37,942.96,pending
1006,274,19,878.09,pending
1007,7,34,110.94,pending
1008,75,4,671.9,completed
1009,137,49,786.6,completed
1010,129,10,840.18,completed
1011,105,49,543.47,completed
1012,232,7,618.03,cancelled
1013,115,48,648.88,pending
1014,122,33,785.39,completed
1015,25,25,390.62,completed
1016,283,4,17.9,completed
1017,104,40,869.51,pending
1018,116,41,706.11,completed
1019,280,48,605.37,completed
1020,151,29,181.54,completed
1021,96,12,736.4,completed
1022,194,3,431.37,cancelled
1023,136,9,165.12,completed
1024,3,22,469.0,completed
1025,21,10,928.99,cancelled
1026,27,50,932.72,cancelled
1027,155,32,790.96,cancelled
1028,184,5,785.11,completed
1029,270,15,957.2,cancelled
1030,35,33,163.57,cancelled
1031,275,26,96.49,completed
1032,110,43,335.22,completed
1033,151,14,950.56,cancelled
1034,272,31,996.65,completed
1035,59,43,349.28,completed
1036,125,3,684.14,completed
1037,196,8,388.95,cancelled
1038,145,2,911.78,completed
1039,264,33,448.33,completed
1040,152,42,196.55,cancelled
1041,43,7,171.56,cancelled
1042,274,1,628.8,completed
